,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NOVA2,2.2346520686425544,-2.7412398068988435,0.4888315583277753,-5.607739026253221,2.0498680567373483e-08,1.8386725160840726e-06
P2RY1,3.9521980635549028,-2.202689168183346,0.3931425355558319,-5.602774996272395,2.1094698373090813e-08,1.8830803231902166e-06
S100A12,5.13732451076435,-3.126704956225579,0.5590398181739622,-5.592991508974428,2.2319020994231662e-08,1.9828855937589528e-06
ARHGAP29,10.32406219320309,-1.5739095394561666,0.2815026628389228,-5.591100004466975,2.256355727179307e-08,1.9951103697622907e-06
ANKRD1,50.38676557032423,-5.8463051213347565,1.046685565488069,-5.585540982031818,2.3297383835735817e-08,2.040653944710437e-06
NMUR1,1.9548138168159408,-3.2564038966744753,0.5829600998787453,-5.585980751258622,2.3238497602994658e-08,2.040653944710437e-06
ST8SIA6,3.4890744902099446,-3.5462138078328804,0.6351616057016142,-5.583167773366356,2.361767086710134e-08,2.0590415204089237e-06
GRK5,19.314547970396475,-2.507964374759145,0.4497260708954862,-5.576648847075582,2.4519611906709633e-08,2.1178814784420445e-06
PHACTR1,2.1106455192168565,-2.8917662280692715,0.5185475714548297,-5.576665261310883,2.451729943670311e-08,2.1178814784420445e-06
INMT,73.60405634917802,-4.164041428075573,0.7471541033022577,-5.5732029171377375,2.5009797400259833e-08,2.1502663138094366e-06
SNX1,38.44858431327331,-0.9999606659254492,0.1794780487632759,-5.57149285283548,2.525657280828429e-08,2.151652414996164e-06
COL10A1,75.22353565882416,5.452280361240596,0.9785955649172344,5.571535940592298,2.5250325993099367e-08,2.151652414996164e-06
PCAT19,3.8205138994360883,-2.571829184987286,0.46228879727571354,-5.563252235708887,2.6479271902935602e-08,2.24556261769577e-06
IGHV5-51,1489.454476820924,5.477228836256894,0.9864254972203642,5.552602656451103,2.8144733111773957e-08,2.376001292607994e-06
ANXA3,46.42030105843136,-2.7031704431164774,0.48867945048734596,-5.531581981646012,3.173554758504238e-08,2.667072573397008e-06
SLC5A9,1.940661538367866,-4.162941076325422,0.7536579408343268,-5.523647865657589,3.320326041660456e-08,2.7779068591596023e-06
ARHGAP6,2.7424431398881266,-2.3948216557594946,0.4338058580356396,-5.520491739331805,3.380522866651822e-08,2.8156435322822785e-06
GJB2,47.54077473831052,5.1869116587507165,0.9414220525420195,5.50965599833259,3.59535639227299e-08,2.9812695204727635e-06
S100A3,10.648056567405222,-2.9641371621989987,0.5382056527430896,-5.507443385426348,3.64082443178331e-08,3.0056133373354522e-06
INPP5K,28.839227293651078,-1.3817454277199475,0.2510612661294778,-5.503618495285334,3.7207424659353455e-08,3.0580569245354955e-06
PDLIM2,6.191457205770426,-2.2017960893116566,0.40051266715263373,-5.4974443254564065,3.8533491380183505e-08,3.1531550380705425e-06
USHBP1,2.139960184205756,-2.6107564918391377,0.4755160147282138,-5.4903650160580675,4.011039350008761e-08,3.2614026978583973e-06
KCNJ5,5.517654564137643,-2.8843336775946953,0.5253848330772697,-5.489944695777864,4.020596132858613e-08,3.2614026978583973e-06
JAM2,9.83453503787757,-2.426361423911747,0.44263465909140887,-5.481634512969029,4.214141302832423e-08,3.403603215885044e-06
ADGRE1,3.3156257978563795,-3.4589191643282784,0.6311649458658167,-5.480214303700624,4.248109675629321e-08,3.4162492335438034e-06
GUCY1A2,3.571301764659648,-2.49874470470358,0.45640382746536295,-5.474854841994532,4.378703920199392e-08,3.5061578986763973e-06
PCDH12,14.138002538752506,-2.014663378563641,0.36914205595823624,-5.457691276421711,4.823654014246154e-08,3.845936450589337e-06
RSPO1,1.5487897930849202,-3.533348382035033,0.6480553377008444,-5.452232512381681,4.974135921292513e-08,3.94904059078955e-06
TBX3,8.875366152128962,-2.6027460738894828,0.47800427489329483,-5.445026771926873,5.179759448592817e-08,4.094863221711703e-06
UBE2C,69.7158396154448,3.8941115033284475,0.7172481859338137,5.429238553261101,5.659499422571788e-08,4.455243912528348e-06
SFTPC,4358.327335024951,-6.744324704981895,1.2425359054079506,-5.427871078516312,5.703020863081375e-08,4.470641186660051e-06
SEMA6D,2.860528879388628,-2.728341334820015,0.502835886334119,-5.425908152082679,5.766060579604401e-08,4.501146118563987e-06
TMEM150B,8.200411723713993,-2.393276431742901,0.4412761926914982,-5.423533993858743,5.843209659352802e-08,4.542365108939384e-06
CRTAC1,31.82873310166953,-4.029152118034801,0.7432614130977797,-5.420908508141195,5.929690406699656e-08,4.590466137667862e-06
TIE1,17.92833706675845,-1.9733041749801286,0.3641574602476447,-5.418821225406686,5.999326989781377e-08,4.625183621832692e-06
MCEMP1,34.323391852818155,-4.552892843615934,0.841125783488106,-5.4128561185407005,6.202733014955195e-08,4.762320570371155e-06
RCC1,46.97435799070751,1.8487069064870771,0.3416438698677912,5.411210531020172,6.260012223476645e-08,4.7866003300575315e-06
SEMA5A,12.046689421063698,-3.05476379994018,0.5651598509676751,-5.405132361596048,6.476055177114551e-08,4.931582099568415e-06
FHL5,7.36237433991924,-3.2605964385170574,0.6041999230876361,-5.3965522237316215,6.793364488271189e-08,5.1521870429949425e-06
RASGEF1B,7.8599312746779795,-1.7574512519318988,0.32593241545750196,-5.392072615621907,6.964960888910997e-08,5.260942320016699e-06
IGHV4-31,203.85868098648086,4.468268201147838,0.8311107210783367,5.37626105382255,7.604850776897347e-08,5.721116973571524e-06
FAM162B,14.657416141965806,-3.2181621966293994,0.5988027170345038,-5.374327979951308,7.68688279026909e-08,5.759605309961864e-06
RNF182,1.2646855430653754,-3.9785858582850273,0.740670435978928,-5.371600734983592,7.804075182827098e-08,5.824025227440207e-06
ALDH18A1,91.73537841545011,1.6968310563501032,0.31630186171353414,5.364593958308334,8.113151895812035e-08,6.030560753791439e-06
AL109741.1,2.7396268642529806,-2.445869257246733,0.4560198858292245,-5.363514472179596,8.16181090858759e-08,6.04265500482217e-06
EHD1,40.55334982785438,-1.1367484414979727,0.21231748616134977,-5.354002922934503,8.602946921830084e-08,6.344078289351141e-06
ECSCR,3.637338290660272,-2.8396049725318124,0.530476359281119,-5.352934061717538,8.653939090086278e-08,6.3565567560527436e-06
CA3,6.39106716422767,-3.401919369447051,0.6360898795602931,-5.3481740218830085,8.884601966331326e-08,6.478587441765588e-06
TSPAN18,13.64722981522816,-2.2293311551876296,0.4168474951976129,-5.348073770074548,8.889523423337034e-08,6.478587441765588e-06
TPBG,42.16017257827719,2.290101979821346,0.4293251661932883,5.334189933767613,9.59720274225851e-08,6.967121072463697e-06
HEG1,42.15536096540214,-2.5123834269776455,0.4713894781263393,-5.329740148133493,9.835338839036326e-08,7.084861649417017e-06
IGKV3-15,909.2158624780958,4.849798141489187,0.9098379736378368,5.33039758947197,9.799798332546162e-08,7.084861649417017e-06
AC084871.3,1.9332578914541676,-4.262460113728782,0.7999610284289178,-5.328334709129561,9.911734156205675e-08,7.112431698166511e-06
ANKS1A,24.60089855599028,-1.3129467274677242,0.24656165314766867,-5.325024028296018,1.0093969546034661e-07,7.21376614275133e-06
AC068870.2,10.430443658804798,-1.6835548162485017,0.31623899934802213,-5.32367867252117,1.0168947288114914e-07,7.21376614275133e-06
RRAS,174.74971411700395,-1.8825302287293486,0.35359503656587554,-5.3239724375447475,1.0152529668109213e-07,7.21376614275133e-06
NECTIN4,53.17525008343081,2.617915532429249,0.49320619002811295,5.307953519967028,1.108629018809526e-07,7.834731668155048e-06
MYBL2,56.250870715657946,4.297687020173355,0.8100699969278127,5.305327979646594,1.1247058758503769e-07,7.918353783298295e-06
ERG,10.480699980680274,-2.1832043828455046,0.4131165349721045,-5.284717986398014,1.2589855361124134e-07,8.830410957612517e-06
TACC1,34.92196466678817,-1.9552227023558166,0.37046968738990005,-5.277686053428837,1.3082534947127167e-07,9.141605037773468e-06
PTH1R,4.7755055025795565,-2.5080115067222395,0.4757148560042422,-5.272089940154978,1.3487894720526802e-07,9.389688500032409e-06
TOP2A,48.446865122330074,3.797432283407571,0.720599822163534,5.269821288612219,1.3655664757043732e-07,9.471142653240331e-06
CHIAP2,4.00521326198786,-6.08840121039322,1.1562300887536905,-5.265734968855512,1.396296017101263e-07,9.648405478169725e-06
QKI,23.920191673509095,-1.5882760261324749,0.3017023845032653,-5.264380090158967,1.406631706282235e-07,9.674217479897805e-06
PDZD2,7.931564700497626,-2.778166011142436,0.5277783048461585,-5.2638882379832586,1.4104020767176948e-07,9.674217479897805e-06
KANK2,52.127470794063896,-1.776761993845933,0.33778502138748284,-5.260037838704987,1.4402576080685415e-07,9.842815455580505e-06
SNX25,19.249955828564058,-1.8062821413335355,0.3436121547592828,-5.256746934924129,1.4662585641596648e-07,9.98393650785652e-06
KLF6,112.64323760231254,-1.939372795565958,0.36926637737301576,-5.2519614955544505,1.5048792648760184e-07,1.0209648161742499e-05
ETV4,40.8455740963428,3.96530300987847,0.7552608702697461,5.2502428842397695,1.5189879003359956e-07,1.0268027991510386e-05
SLC7A5,95.3223262125189,3.373415069815525,0.6435075195511647,5.242231003249851,1.5864657751810745e-07,1.0685448363737658e-05
CLEC14A,62.00464265477438,-2.269750604536926,0.43555498500627177,-5.211168928543529,1.876544811513503e-07,1.2548636755701586e-05
PHLDA2,96.38846632429338,2.4424271753355087,0.46866924851516717,5.211409075960456,1.8741168900617606e-07,1.2548636755701586e-05
SOX4,153.14228942226944,2.1730136110840212,0.41708943125479636,5.20994647250255,1.8889512073730595e-07,1.2586486669985418e-05
PRKCQ,4.953932534643339,-2.191944777644543,0.4213179432926593,-5.202590614855338,1.9652947943121562e-07,1.3048578283801388e-05
IGHV4-34,603.2401863160617,4.612722279285842,0.8876067846641335,5.196808270264943,2.0273927248426312e-07,1.3413143995528004e-05
IGHV3-23,1121.7586049000702,4.208504257251599,0.810175346494155,5.194559764701457,2.0520484559103893e-07,1.3528292594318069e-05
AFF3,2.1286526394423513,-3.3981633053722002,0.6547303098694253,-5.190172585793234,2.1009925285635928e-07,1.3802189297679914e-05
SBDSP1,35.64860424254815,-0.9813349175295447,0.18926298519162435,-5.185033494721464,2.1597604639398346e-07,1.4138474026570349e-05
MCOLN1,19.405554482932217,-1.0970497813404585,0.21170925556978848,-5.181869722171045,2.1967263304067336e-07,1.4330182918321129e-05
RPL13AP17,3.2409762430022426,-4.986898647341354,0.9639931740015298,-5.173168007653796,2.3015788718152197e-07,1.4961866554514478e-05
AHNAK,139.4358733516284,-2.4599991153265726,0.4756655212852455,-5.171699451075766,2.3197448637106745e-07,1.5027597195225714e-05
MYH10,50.759933158348694,-1.6537957033528898,0.3198497431914616,-5.170539412823384,2.3341923527797555e-07,1.5068867379173666e-05
IGFBP3,265.77041069453196,3.0178806220373167,0.583889983637296,5.168577483103358,2.3588249262163555e-07,1.5175378154627086e-05
IGHGP,1332.6127817126232,4.805649066866533,0.9311759628391117,5.160838830304784,2.458457664193021e-07,1.576200846764577e-05
LDLR,48.82511325959386,-1.946559163437604,0.37744229691613335,-5.157236428831197,2.506212685353947e-07,1.5904221112465508e-05
IGHV3-48,583.5215743437054,5.281109997052411,1.023981484967395,5.157427233384566,2.503660977520952e-07,1.5904221112465508e-05
CCDC85A,1.1774880182586753,-4.211343604417266,0.8164991344114629,-5.157805350832155,2.4986116699521414e-07,1.5904221112465508e-05
EPAS1,325.5058728270625,-2.496264596869894,0.48409856194242296,-5.156521405173667,2.5157973569326764e-07,1.5910925860438286e-05
ZDHHC3,21.36960698727292,-1.1140791261974439,0.21610181669444078,-5.155343639580349,2.5316621878558174e-07,1.595716940500878e-05
IGHV4-39,1136.2114047332632,4.85579332795207,0.9420419091294745,5.154540664161353,2.5425338490566487e-07,1.597173536089222e-05
IGKV3-11,1252.414697173218,4.542260826559679,0.8820066897161201,5.14991652503411,2.6060241740042315e-07,1.631563523973052e-05
IGHJ3P,75.9481499415777,6.100017492800366,1.1846601496801084,5.149170835574695,2.6164049827874786e-07,1.6325842061493644e-05
TBX2-AS1,4.942873330967348,-2.3118793690854464,0.4491359423397022,-5.147393363893521,2.641310648527076e-07,1.6426310923189886e-05
KCNN4,57.849000656777754,4.344373554109393,0.8442126851105968,5.146065240112159,2.660069433473541e-07,1.6488011767546795e-05
AFAP1L1,8.917171780625553,-2.059346190822031,0.4011200225791604,-5.13399001520953,2.836631514463709e-07,1.7524183498460073e-05
HS6ST2,29.986223613045652,4.789402237788311,0.9332164262534478,5.13214523775172,2.864583127651416e-07,1.7638457891944707e-05
SNX22,3.2619086239836443,-2.4091561371759727,0.46953387722521583,-5.130952747037678,2.882792791346546e-07,1.7692192469787008e-05
SEPTIN10,47.79927036296937,-1.3247365760774075,0.25822669397159664,-5.130130257653069,2.8954175171420583e-07,1.771141134994078e-05
GIMAP6,28.29840093785432,-2.357870653001666,0.45969707528388715,-5.129183498819428,2.910015808881855e-07,1.7742537564153192e-05
CAMP,5.3414709351141525,-3.7180354190772054,0.7254149527136484,-5.125391205638504,2.969205805589554e-07,1.7985867764572826e-05
EML1,5.317549714066815,-2.2170691051839397,0.4325174525437427,-5.125964494946516,2.96018392193847e-07,1.7985867764572826e-05
UBL3,58.83900746767118,-1.416572464588738,0.27646114805829225,-5.12394770309661,2.9920400296179034e-07,1.806553101378033e-05
OTULINL,19.174893646231748,-2.421281689417847,0.4731237331383926,-5.117650034921418,3.093659472561552e-07,1.8618840251477704e-05
TPX2,41.38825867883606,3.7581988412802474,0.7354406380450694,5.110132139651952,3.2193356674004463e-07,1.926934265292831e-05
COMP,78.75220301936608,4.7744133479770365,0.9343361885354318,5.109952291862858,3.222401730028211e-07,1.926934265292831e-05
FMO2,36.63563411543093,-3.304994057634322,0.6469476211397788,-5.10859604338857,3.245614147602672e-07,1.9346141582052093e-05
TGFBR3,9.313962412924187,-2.4792310974874257,0.48575995488161267,-5.103819432978277,3.3286589771999567e-07,1.9777958769942545e-05
ADARB1,11.320744140563326,-1.8000315001151688,0.3529253021880449,-5.100318648040938,3.390821360356776e-07,2.0083350514341707e-05
CDC20,37.66438379822593,3.40417003477623,0.66954884040652,5.084274408883108,3.6903408760178336e-07,2.177311831516363e-05
LMO7,55.80109547135612,-1.8664818017268359,0.36714260893469,-5.083806009721033,3.699457847406802e-07,2.177311831516363e-05
SECISBP2L,30.54896732222576,-1.6093437741076588,0.31660201870676163,-5.083175971781282,3.71175526321091e-07,2.1776798096140238e-05
AL121933.2,5.395806060525007,-2.7589233334055487,0.5434982697889218,-5.076232044817789,3.8499308415559405e-07,2.251666448617843e-05
AC125807.2,3.8154814792588017,-2.1970431266770447,0.4333961383761757,-5.069364796162703,3.9914555796567516e-07,2.3271433359267506e-05
CTHRC1,166.46738674182228,3.37895805216271,0.6675726111341188,5.0615588414004895,4.158423559714637e-07,2.416937954940685e-05
DAB2IP,24.90332435722423,-1.4305027695569792,0.28288346014957516,-5.05686252847939,4.262102419962329e-07,2.4618589736605934e-05
LMO2,18.515981561529074,-2.2037618174949802,0.43576707425457567,-5.05720130706236,4.2545406145368546e-07,2.4618589736605934e-05
LDB2,14.894707647551236,-2.386762885095992,0.4723941532592415,-5.052481849380932,4.3610581142013327e-07,2.511242630760934e-05
SLC25A25,17.685687275961005,-1.8801943522780462,0.3723534233077162,-5.049488562709512,4.429944576710129e-07,2.5430607990055656e-05
RASSF3,43.15315864175569,-0.9531635282364107,0.18880580956180631,-5.048380293215442,4.455715217942434e-07,2.5500085527960734e-05
MYCT1,13.014886662071753,-2.107666100707357,0.4179591981138717,-5.042755633130318,4.588751118356614e-07,2.618114055510072e-05
PLA2G4F,13.99341952769596,-3.5067202000723054,0.6956290798898004,-5.041077639577447,4.6291759501812447e-07,2.6331260884918136e-05
ARHGAP31,18.762511269307208,-2.517233656010493,0.49966268473216496,-5.037866010266126,4.7075078580631183e-07,2.665518126696872e-05
HACD4,8.799870829914914,-1.8998857210848223,0.37714300137744616,-5.037573849032954,4.7146967991100805e-07,2.665518126696872e-05
TMPRSS4,27.74700033308885,5.029459939864359,0.9997072246021846,5.030932873237703,4.880990330752511e-07,2.7511974803882052e-05
IGHV4-61,55.2828797776613,5.190922822261448,1.0321432555645718,5.029265844906448,4.923613582931404e-07,2.7585543128153513e-05
IGHV1-46,359.66703410654736,5.033930360397488,1.0009144752623442,5.029331161464191,4.921936806976887e-07,2.7585543128153513e-05
TNFAIP1,58.099120029991845,-0.8047528561681376,0.1601402639308397,-5.025299924044643,5.026463589661514e-07,2.7993651102183543e-05
PLLP,12.863669855388228,-2.5270700552718894,0.5028131394878548,-5.025863202075151,5.011730622302014e-07,2.7993651102183543e-05
SOX7,6.918313372995463,-2.686485606977436,0.5355804794511579,-5.016025994320111,5.275119480857209e-07,2.9291042903081232e-05
HMGB3,150.58900285928067,3.3397711263235386,0.6659733671957733,5.014871901539211,5.306881021002209e-07,2.937996415692529e-05
NHSL1,11.831170173597862,-1.817106591898235,0.36261141282738757,-5.0111676787272685,5.410074726228631e-07,2.973492892805564e-05
CAB39L,8.922509803765049,-1.635090941281519,0.32624057748160895,-5.011917750708657,5.389023926083788e-07,2.973492892805564e-05
DPYSL2,87.89763097128234,-1.8582668290755668,0.3708480903210611,-5.010857215057453,5.418811081920415e-07,2.973492892805564e-05
SPTAN1,56.51850956731417,-1.091389734153819,0.21852278602001596,-4.994397856770192,5.901961757998296e-07,3.229117317271971e-05
PPARG,12.824950086552272,-2.2846778455369674,0.4579669397119815,-4.988739682767968,6.077447541627953e-07,3.315407566788092e-05
IGHV1-18,1187.3478012590642,4.827944517492211,0.9686393588826396,4.984253915782877,6.220135285685755e-07,3.383354636298517e-05
FGFR2,12.574348960685361,-2.4728928547184923,0.49682708348514365,-4.977371276484443,6.445361755597373e-07,3.495671926575006e-05
LHFPL3,1.3572519394657943,-3.372701991317832,0.6777817503035117,-4.976088526738188,6.488198304481467e-07,3.508704804832195e-05
IGHV2-70,122.85148339824818,4.577375924358472,0.9203688264914445,4.973414779603058,6.578369972575819e-07,3.5471863750967357e-05
NES,42.2243139316192,-2.0040021170786084,0.4034322157328425,-4.967382472017758,6.786266109061959e-07,3.627832859506274e-05
IGHV4-4,278.8238071525352,4.935407988889058,0.9935092713064724,4.967651668110715,6.776855136952491e-07,3.627832859506274e-05
PRAM1,7.870769994223061,-2.3922975754452187,0.4815374462858431,-4.9680405831307635,6.763281051861492e-07,3.627832859506274e-05
FZD4,18.619569193162587,-1.7611023251792708,0.35471821761031763,-4.964792440161512,6.877458255219568e-07,3.666078247646614e-05
FXYD6,5.233524947414754,-2.091182248663415,0.4212782503471395,-4.963897962784098,6.90922524774274e-07,3.6725189586078714e-05
